# codeml m1 output parser
# PYTHON VERSION: 3.8.5
# Script call:    paml_to_csv.py -i ../../paml/phodopus-5spec-cmc/ -m cmc -d ../../data/psun-transcripts.tab -o ../../paml/phodopus-5spec-cmc.csv
# Runtime:        11/16/2020 22:16:36
# ----------------
# IO OPTIONS
# Input directory:       ../../paml/phodopus-5spec-cmc/
# PAML model:            cmc
# Metadata file:         ../../data/psun-transcripts.tab
# Output file:           ../../paml/phodopus-5spec-cmc.csv
# ----------------
# 11.16.2020 | 22:16:36 Reading metadata file: ../../data/psun-transcripts.tab
# Features read:         27988
# ----------------
# 11.16.2020 | 22:16:37 Begin parsing PAML output...
file,id,chr,start,end,lnl,k,prop 1,prop 2,prop 3,background clade omega 1,background clade omega 2,background clade omega 3,target clade omega 1,target clade omega 2,target clade omega 3
Psun_T000015598.NT.trim.NT.macse.trim.filter,Psun_T000015598,ScmyWZ3_1570_HRSCAF_1621,53009062,53024578,-297.324313,2.86959,0.00000,0.00000,1.00000,0.00000,1.00000,0.08239,0.00000,1.00000,0.00000
Psun_T000015571.NT.trim.NT.macse.trim.filter,Psun_T000015571,ScmyWZ3_1570_HRSCAF_1621,45903411,45926924,-1395.329351,4.46625,0.00002,0.00000,0.99998,0.00000,1.00000,0.01756,0.00000,1.00000,0.00000
Psun_T000015519.NT.trim.NT.macse.trim.filter,Psun_T000015519,ScmyWZ3_1570_HRSCAF_1621,35322501,35353308,-2647.344098,3.64387,0.08604,0.03148,0.88248,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000015592.NT.trim.NT.macse.trim.filter,Psun_T000015592,ScmyWZ3_1570_HRSCAF_1621,49414266,49434580,-753.286179,2.34110,0.94570,0.00000,0.05430,0.24416,1.00000,3.46456,0.24416,1.00000,0.00000
Psun_T000015557.NT.trim.NT.macse.trim.filter,Psun_T000015557,ScmyWZ3_1570_HRSCAF_1621,41019570,41032541,-2220.597144,3.87289,0.96071,0.00000,0.03929,0.21505,1.00000,5.16111,0.21505,1.00000,1.59815
Psun_T000015503.NT.trim.NT.macse.trim.filter,Psun_T000015503,ScmyWZ3_1570_HRSCAF_1621,34259400,34413524,-1432.764764,3.44665,0.73372,0.00000,0.26628,0.00000,1.00000,2.43369,0.00000,1.00000,0.64115
Psun_T000015554.NT.trim.NT.macse.trim.filter,Psun_T000015554,ScmyWZ3_1570_HRSCAF_1621,40954209,40973260,-2100.442846,3.14801,0.99165,0.00000,0.00835,0.04992,1.00000,2.73616,0.04992,1.00000,9.23673
Psun_T000015582.NT.trim.NT.macse.trim.filter,Psun_T000015582,ScmyWZ3_1570_HRSCAF_1621,47801525,47808621,-1943.259125,2.40203,0.16832,0.00000,0.83168,0.00000,1.00000,0.00000,0.00000,1.00000,0.00908
Psun_T000015614.NT.trim.NT.macse.trim.filter,Psun_T000015614,ScmyWZ3_1570_HRSCAF_1621,53278034,53304218,-1452.579333,3.66322,0.00000,0.20011,0.79989,0.00000,1.00000,0.00000,0.00000,1.00000,0.26802
Psun_T000015607.NT.trim.NT.macse.trim.filter,Psun_T000015607,ScmyWZ3_1570_HRSCAF_1621,53190031,53197662,-839.667132,1.68659,0.70425,0.00000,0.29575,0.05316,1.00000,8.10916,0.05316,1.00000,0.00000
Psun_T000015601.NT.trim.NT.macse.trim.filter,Psun_T000015601,ScmyWZ3_1570_HRSCAF_1621,53069320,53079557,-1084.511549,3.51666,0.99997,0.00000,0.00003,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000015615.NT.trim.NT.macse.trim.filter,Psun_T000015615,ScmyWZ3_1570_HRSCAF_1621,53314227,53318156,-1513.095458,3.42245,0.43171,0.00000,0.56829,0.05438,1.00000,2.92535,0.05438,1.00000,1.13147
Psun_T000015591.NT.trim.NT.macse.trim.filter,Psun_T000015591,ScmyWZ3_1570_HRSCAF_1621,49376733,49379152,-1723.311641,3.16348,0.01586,0.00003,0.98411,1.00000,1.00000,0.00000,1.00000,1.00000,0.04229
Psun_T000015622.NT.trim.NT.macse.trim.filter,Psun_T000015622,ScmyWZ3_1570_HRSCAF_1621,53664727,53667582,-394.954649,2.33034,0.00000,0.00000,1.00000,0.00000,1.00000,0.18730,0.00000,1.00000,0.00000
Psun_T000015535.NT.trim.NT.macse.trim.filter,Psun_T000015535,ScmyWZ3_1570_HRSCAF_1621,37754087,37770815,-3325.491822,5.08450,0.74703,0.00000,0.25297,0.08495,1.00000,0.89895,0.08495,1.00000,1.50833
Psun_T000015631.NT.trim.NT.macse.trim.filter,Psun_T000015631,ScmyWZ3_1570_HRSCAF_1621,54026589,54033941,-1056.755586,3.77453,0.91477,0.00000,0.08523,0.01750,1.00000,0.38759,0.01750,1.00000,3.12050
Psun_T000015575.NT.trim.NT.macse.trim.filter,Psun_T000015575,ScmyWZ3_1570_HRSCAF_1621,46082124,46084425,-2679.159649,4.35049,0.70627,0.00000,0.29373,0.00000,1.00000,0.64138,0.00000,1.00000,0.77278
Psun_T000015648.NT.trim.NT.macse.trim.filter,Psun_T000015648,ScmyWZ3_1570_HRSCAF_1621,55021634,55024493,-376.250832,1.48923,0.00000,0.00000,1.00000,0.00000,1.00000,0.22347,0.00000,1.00000,0.00000
Psun_T000015630.NT.trim.NT.macse.trim.filter,Psun_T000015630,ScmyWZ3_1570_HRSCAF_1621,53892714,53926289,-764.292963,10.19968,0.85953,0.00000,0.14047,0.11864,1.00000,129.16072,0.11864,1.00000,0.00000
Psun_T000015626.NT.trim.NT.macse.trim.filter,Psun_T000015626,ScmyWZ3_1570_HRSCAF_1621,53799934,53822389,-1732.578041,3.04745,0.00002,0.08358,0.91640,0.00000,1.00000,0.00000,0.00000,1.00000,0.03031
Psun_T000015633.NT.trim.NT.macse.trim.filter,Psun_T000015633,ScmyWZ3_1570_HRSCAF_1621,54121704,54135880,-1130.454741,3.83715,0.00000,0.06596,0.93404,0.00000,1.00000,0.06346,0.00000,1.00000,0.00000
Psun_T000015650.NT.trim.NT.macse.trim.filter,Psun_T000015650,ScmyWZ3_1570_HRSCAF_1621,55033508,55049265,-871.685404,3.93869,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.19664
Psun_T000015636.NT.trim.NT.macse.trim.filter,Psun_T000015636,ScmyWZ3_1570_HRSCAF_1621,54203795,54233972,-2026.749660,2.64639,0.96524,0.00000,0.03476,0.08578,1.00000,16.59211,0.08578,1.00000,0.00000
Psun_T000015660.NT.trim.NT.macse.trim.filter,Psun_T000015660,ScmyWZ3_1570_HRSCAF_1621,55361696,55363415,-1124.452289,4.06256,0.67907,0.31135,0.00958,0.05135,1.00000,100.93792,0.05135,1.00000,0.00000
Psun_T000015606.NT.trim.NT.macse.trim.filter,Psun_T000015606,ScmyWZ3_1570_HRSCAF_1621,53118641,53164886,-2232.304198,3.60548,0.86495,0.12097,0.01408,0.00000,1.00000,27.98214,0.00000,1.00000,0.00000
Psun_T000015658.NT.trim.NT.macse.trim.filter,Psun_T000015658,ScmyWZ3_1570_HRSCAF_1621,55278189,55285829,-956.924106,3.46596,0.36121,0.00000,0.63879,0.07486,1.00000,0.00000,0.07486,1.00000,0.17236
Psun_T000015374.NT.trim.NT.macse.trim.filter,Psun_T000015374,ScmyWZ3_1570_HRSCAF_1621,17230318,17256305,-5928.078639,3.00225,0.81225,0.18323,0.00452,0.10976,1.00000,56.97370,0.10976,1.00000,1.55520
Psun_T000015637.NT.trim.NT.macse.trim.filter,Psun_T000015637,ScmyWZ3_1570_HRSCAF_1621,54287156,54324165,-2643.367819,5.59084,0.76679,0.00000,0.23321,0.00000,1.00000,1.43652,0.00000,1.00000,2.50396
Psun_T000015573.NT.trim.NT.macse.trim.filter,Psun_T000015573,ScmyWZ3_1570_HRSCAF_1621,46029710,46075878,-3644.684340,2.36237,0.88575,0.00000,0.11425,0.12634,1.00000,1.40513,0.12634,1.00000,0.00000
Psun_T000015671.NT.trim.NT.macse.trim.filter,Psun_T000015671,ScmyWZ3_1570_HRSCAF_1621,57276944,57283242,-2361.573415,4.33414,0.86479,0.09732,0.03790,0.23897,1.00000,9.40183,0.23897,1.00000,0.54387
Psun_T000015429.NT.trim.NT.macse.trim.filter,Psun_T000015429,ScmyWZ3_1570_HRSCAF_1621,22135958,22143787,-5946.540047,2.36700,0.89088,0.02361,0.08550,0.03589,1.00000,0.89242,0.03589,1.00000,0.09478
Psun_T000015619.NT.trim.NT.macse.trim.filter,Psun_T000015619,ScmyWZ3_1570_HRSCAF_1621,53506994,53520951,-2378.892630,3.77863,0.97284,0.00000,0.02716,0.02602,1.00000,2.81998,0.02602,1.00000,0.00000
Psun_T000015593.NT.trim.NT.macse.trim.filter,Psun_T000015593,ScmyWZ3_1570_HRSCAF_1621,49457580,49522734,-3419.736924,2.77431,0.98312,0.00000,0.01688,0.03540,1.00000,80.61050,0.03540,1.00000,0.72222
Psun_T000015536.NT.trim.NT.macse.trim.filter,Psun_T000015536,ScmyWZ3_1570_HRSCAF_1621,37771477,37789019,-4480.626302,5.19018,0.87254,0.09462,0.03284,0.01587,1.00000,2.89762,0.01587,1.00000,0.00000
Psun_T000015600.NT.trim.NT.macse.trim.filter,Psun_T000015600,ScmyWZ3_1570_HRSCAF_1621,53041415,53065095,-3703.312890,3.72212,0.67747,0.27344,0.04908,0.00000,1.00000,0.00000,0.00000,1.00000,1.18613
Psun_T000015659.NT.trim.NT.macse.trim.filter,Psun_T000015659,ScmyWZ3_1570_HRSCAF_1621,55300789,55332699,-2089.395556,5.18618,0.75717,0.00000,0.24283,0.03563,1.00000,0.05071,0.03563,1.00000,0.00000
Psun_T000015702.NT.trim.NT.macse.trim.filter,Psun_T000015702,ScmyWZ3_1570_HRSCAF_1621,59102858,59104910,-448.712913,3.29876,0.54789,0.00000,0.45211,0.03439,1.00000,0.00000,0.03439,1.00000,0.16037
Psun_T000025696.NT.trim.NT.macse.trim.filter,Psun_T000025696,ScmyWZ3_7752_HRSCAF_7914,19507618,19529958,-9527.566310,3.99533,0.00505,0.13118,0.86377,0.07360,1.00000,0.08282,0.07360,1.00000,0.05598
Psun_T000015669.NT.trim.NT.macse.trim.filter,Psun_T000015669,ScmyWZ3_1570_HRSCAF_1621,56790953,56826489,-2110.435770,4.85242,0.00009,0.01768,0.98223,0.00000,1.00000,0.00651,0.00000,1.00000,0.00000
Psun_T000015722.NT.trim.NT.macse.trim.filter,Psun_T000015722,ScmyWZ3_1570_HRSCAF_1621,59422296,59425465,-757.560403,4.01511,0.68451,0.00000,0.31549,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000015701.NT.trim.NT.macse.trim.filter,Psun_T000015701,ScmyWZ3_1570_HRSCAF_1621,59082930,59097783,-636.263521,5.48107,0.00010,0.02438,0.97553,0.00000,1.00000,0.00000,0.00000,1.00000,0.07385
Psun_T000015657.NT.trim.NT.macse.trim.filter,Psun_T000015657,ScmyWZ3_1570_HRSCAF_1621,55258639,55281621,-2922.128935,3.57670,0.87559,0.08717,0.03723,0.09557,1.00000,11.63185,0.09557,1.00000,0.00000
Psun_T000025835.NT.trim.NT.macse.trim.filter,Psun_T000025835,ScmyWZ3_7752_HRSCAF_7914,24399378,24455639,-9037.283955,3.10295,0.89299,0.08139,0.02563,0.04018,1.00000,0.00000,0.04018,1.00000,1.78734
Psun_T000015704.NT.trim.NT.macse.trim.filter,Psun_T000015704,ScmyWZ3_1570_HRSCAF_1621,59131676,59136519,-1385.750865,4.64570,0.09052,0.09058,0.81890,0.07057,1.00000,0.07032,0.07057,1.00000,0.07318
Psun_T000015646.NT.trim.NT.macse.trim.filter,Psun_T000015646,ScmyWZ3_1570_HRSCAF_1621,54794900,54859024,-3076.596232,4.68480,0.23250,0.09271,0.67480,0.19849,1.00000,0.06988,0.19849,1.00000,0.00000
Psun_T000015488.NT.trim.NT.macse.trim.filter,Psun_T000015488,ScmyWZ3_1570_HRSCAF_1621,33335059,33374839,-5450.831519,4.70421,0.87799,0.00000,0.12201,0.08440,1.00000,0.82095,0.08440,1.00000,1.39623
Psun_T000015651.NT.trim.NT.macse.trim.filter,Psun_T000015651,ScmyWZ3_1570_HRSCAF_1621,55051782,55059825,-3677.268867,2.92745,0.77255,0.00000,0.22745,0.00000,1.00000,0.76765,0.00000,1.00000,0.35841
Psun_T000015678.NT.trim.NT.macse.trim.filter,Psun_T000015678,ScmyWZ3_1570_HRSCAF_1621,58235338,58251297,-3194.548295,4.16315,0.91139,0.05886,0.02975,0.24205,1.00000,3.66006,0.24205,1.00000,6.49865
Psun_T000015744.NT.trim.NT.macse.trim.filter,Psun_T000015744,ScmyWZ3_1570_HRSCAF_1621,60028203,60032155,-605.084225,1.63105,0.00000,0.00000,1.00000,0.00000,1.00000,0.58466,0.00000,1.00000,0.12361
Psun_T000015482.NT.trim.NT.macse.trim.filter,Psun_T000015482,ScmyWZ3_1570_HRSCAF_1621,33140647,33165733,-5491.143566,4.83048,0.91877,0.07202,0.00921,0.01016,1.00000,0.75799,0.01016,1.00000,35.25624
Psun_T000015697.NT.trim.NT.macse.trim.filter,Psun_T000015697,ScmyWZ3_1570_HRSCAF_1621,58865070,58906939,-2476.320288,3.33815,0.63006,0.00000,0.36994,0.00000,1.00000,0.55747,0.00000,1.00000,0.99185
Psun_T000025786.NT.trim.NT.macse.trim.filter,Psun_T000025786,ScmyWZ3_7752_HRSCAF_7914,23212717,23254570,-8804.095935,2.91460,0.00000,0.11497,0.88503,0.00000,1.00000,0.00000,0.00000,1.00000,0.07094
Psun_T000015724.NT.trim.NT.macse.trim.filter,Psun_T000015724,ScmyWZ3_1570_HRSCAF_1621,59439324,59446158,-1631.772655,4.47595,0.49897,0.00000,0.50103,0.28443,1.00000,0.00000,0.28443,1.00000,0.10482
Psun_T000015737.NT.trim.NT.macse.trim.filter,Psun_T000015737,ScmyWZ3_1570_HRSCAF_1621,59719062,59734856,-1369.500383,2.93051,0.00000,0.06571,0.93429,0.00000,1.00000,0.04169,0.00000,1.00000,0.00000
Psun_T000015664.NT.trim.NT.macse.trim.filter,Psun_T000015664,ScmyWZ3_1570_HRSCAF_1621,55681617,55728013,-2635.570283,3.01794,0.84941,0.00000,0.15059,0.08670,1.00000,0.00000,0.08670,1.00000,0.59686
Psun_T000015750.NT.trim.NT.macse.trim.filter,Psun_T000015750,ScmyWZ3_1570_HRSCAF_1621,60213013,60220790,-456.653987,3.54007,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,1.66141
Psun_T000015680.NT.trim.NT.macse.trim.filter,Psun_T000015680,ScmyWZ3_1570_HRSCAF_1621,58252186,58281360,-3549.976797,4.09997,0.90492,0.08047,0.01461,0.05954,1.00000,5.62373,0.05954,1.00000,0.00000
Psun_T000015712.NT.trim.NT.macse.trim.filter,Psun_T000015712,ScmyWZ3_1570_HRSCAF_1621,59248645,59251115,-746.448912,0.96215,0.93755,0.00000,0.06245,0.05545,1.00000,0.79657,0.05545,1.00000,4.98056
Psun_T000015749.NT.trim.NT.macse.trim.filter,Psun_T000015749,ScmyWZ3_1570_HRSCAF_1621,60173772,60184087,-810.233568,4.26568,0.00001,0.09589,0.90411,0.00000,1.00000,0.00000,0.00000,1.00000,0.08038
Psun_T000015774.NT.trim.NT.macse.trim.filter,Psun_T000015774,ScmyWZ3_1570_HRSCAF_1621,63661993,63666177,-382.832029,10.57349,0.97974,0.00000,0.02026,0.15399,1.00000,0.00000,0.15399,1.00000,5.37316
Psun_T000015726.NT.trim.NT.macse.trim.filter,Psun_T000015726,ScmyWZ3_1570_HRSCAF_1621,59454482,59466908,-2202.504138,3.96238,0.70761,0.15606,0.13633,0.00000,1.00000,1.20294,0.00000,1.00000,0.00000
Psun_T000015734.NT.trim.NT.macse.trim.filter,Psun_T000015734,ScmyWZ3_1570_HRSCAF_1621,59588097,59600516,-1774.280830,2.80405,0.00001,0.13794,0.86206,0.00000,1.00000,0.02239,0.00000,1.00000,0.00000
Psun_T000015231.NT.trim.NT.macse.trim.filter,Psun_T000015231,ScmyWZ3_1570_HRSCAF_1621,1181950,1225542,-7219.489665,4.58370,0.91957,0.06223,0.01819,0.06384,1.00000,9.58134,0.06384,1.00000,0.00000
Psun_T000015764.NT.trim.NT.macse.trim.filter,Psun_T000015764,ScmyWZ3_1570_HRSCAF_1621,61725051,61735268,-1009.632837,3.72913,0.59971,0.22617,0.17412,0.02168,1.00000,7.06575,0.02168,1.00000,0.03157
Psun_T000015788.NT.trim.NT.macse.trim.filter,Psun_T000015788,ScmyWZ3_1570_HRSCAF_1621,64516673,64525851,-846.579581,6.91652,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.17917
Psun_T000015766.NT.trim.NT.macse.trim.filter,Psun_T000015766,ScmyWZ3_1570_HRSCAF_1621,61777505,61778382,-1268.600815,4.25739,0.90627,0.00000,0.09373,0.47165,1.00000,4.10469,0.47165,1.00000,6.88685
Psun_T000015792.NT.trim.NT.macse.trim.filter,Psun_T000015792,ScmyWZ3_1570_HRSCAF_1621,64685665,64690788,-710.556140,5.48436,0.96054,0.00288,0.03658,0.33447,1.00000,4.33422,0.33447,1.00000,0.00000
Psun_T000015799.NT.trim.NT.macse.trim.filter,Psun_T000015799,ScmyWZ3_1570_HRSCAF_1621,65207353,65218527,-602.684178,3.18335,0.94169,0.00000,0.05831,0.18448,1.00000,3.28694,0.18448,1.00000,12.73031
Psun_T000015796.NT.trim.NT.macse.trim.filter,Psun_T000015796,ScmyWZ3_1570_HRSCAF_1621,65069937,65072913,-946.631800,3.33969,0.98364,0.00006,0.01631,0.05248,1.00000,0.00000,0.05248,1.00000,0.19940
Psun_T000015694.NT.trim.NT.macse.trim.filter,Psun_T000015694,ScmyWZ3_1570_HRSCAF_1621,58809356,58822869,-3732.927047,3.36062,0.96822,0.00781,0.02398,0.03113,1.00000,5.71565,0.03113,1.00000,0.00000
Psun_T000025860.NT.trim.NT.macse.trim.filter,Psun_T000025860,ScmyWZ3_7752_HRSCAF_7914,25087351,25113208,-8695.606492,3.49669,0.93067,0.00000,0.06933,0.02154,1.00000,0.00000,0.02154,1.00000,1.44673
Psun_T000015705.NT.trim.NT.macse.trim.filter,Psun_T000015705,ScmyWZ3_1570_HRSCAF_1621,59138139,59145504,-3063.270555,5.35831,0.96827,0.00000,0.03173,0.06657,1.00000,0.00000,0.06657,1.00000,3.86111
Psun_T000015801.NT.trim.NT.macse.trim.filter,Psun_T000015801,ScmyWZ3_1570_HRSCAF_1621,65245010,65279351,-1040.260392,7.71221,0.92662,0.00000,0.07338,0.40420,1.00000,999.00000,0.40420,1.00000,999.00000
Psun_T000015765.NT.trim.NT.macse.trim.filter,Psun_T000015765,ScmyWZ3_1570_HRSCAF_1621,61742941,61765170,-2254.529530,3.12108,0.96865,0.00000,0.03135,0.07522,1.00000,3.30786,0.07522,1.00000,0.00000
Psun_T000015797.NT.trim.NT.macse.trim.filter,Psun_T000015797,ScmyWZ3_1570_HRSCAF_1621,65075185,65085497,-1677.238798,6.45950,0.94894,0.03397,0.01709,0.00000,1.00000,0.00000,0.00000,1.00000,8.26307
Psun_T000015808.NT.trim.NT.macse.trim.filter,Psun_T000015808,ScmyWZ3_1570_HRSCAF_1621,66796179,66808727,-701.676522,5.34637,0.98454,0.00000,0.01546,0.02180,1.00000,130.17667,0.02180,1.00000,0.00000
Psun_T000015732.NT.trim.NT.macse.trim.filter,Psun_T000015732,ScmyWZ3_1570_HRSCAF_1621,59548496,59584276,-3276.956759,4.13287,0.62193,0.08926,0.28882,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
Psun_T000015641.NT.trim.NT.macse.trim.filter,Psun_T000015641,ScmyWZ3_1570_HRSCAF_1621,54381057,54504417,-4196.230222,2.94543,0.88311,0.09013,0.02676,0.00000,1.00000,156.58583,0.00000,1.00000,8.06751
Psun_T000015793.NT.trim.NT.macse.trim.filter,Psun_T000015793,ScmyWZ3_1570_HRSCAF_1621,64907827,64940885,-1821.227139,2.92521,0.98580,0.00000,0.01420,0.01328,1.00000,10.92475,0.01328,1.00000,0.00000
Psun_T000015815.NT.trim.NT.macse.trim.filter,Psun_T000015815,ScmyWZ3_1570_HRSCAF_1621,67023440,67027457,-700.731301,4.52443,0.65026,0.00000,0.34974,0.11031,1.00000,0.16905,0.11031,1.00000,0.00000
Psun_T000015727.NT.trim.NT.macse.trim.filter,Psun_T000015727,ScmyWZ3_1570_HRSCAF_1621,59467752,59476330,-3812.336078,6.35216,0.92720,0.00000,0.07280,0.05329,1.00000,0.48085,0.05329,1.00000,1.53723
Psun_T000015807.NT.trim.NT.macse.trim.filter,Psun_T000015807,ScmyWZ3_1570_HRSCAF_1621,66779717,66783411,-473.086550,2.71761,0.86275,0.00000,0.13725,0.10400,1.00000,3.48833,0.10400,1.00000,1.12202
Psun_T000015810.NT.trim.NT.macse.trim.filter,Psun_T000015810,ScmyWZ3_1570_HRSCAF_1621,66810622,66832124,-1151.307740,1.95928,0.85430,0.09044,0.05525,0.00000,1.00000,0.00000,0.00000,1.00000,7.56056
Psun_T000015817.NT.trim.NT.macse.trim.filter,Psun_T000015817,ScmyWZ3_1570_HRSCAF_1621,67904864,67963363,-672.085431,1.41382,0.00000,0.00000,1.00000,1.00000,1.00000,999.00000,1.00000,1.00000,0.07132
Psun_T000015779.NT.trim.NT.macse.trim.filter,Psun_T000015779,ScmyWZ3_1570_HRSCAF_1621,64218594,64236548,-2069.097247,4.00413,0.00000,0.00000,1.00000,0.00000,1.00000,0.07190,0.00000,1.00000,0.00000
Psun_T000015820.NT.trim.NT.macse.trim.filter,Psun_T000015820,ScmyWZ3_1570_HRSCAF_1621,70076978,70081989,-1156.475831,4.35171,0.59485,0.27156,0.13359,0.00000,1.00000,1.30081,0.00000,1.00000,0.00000
Psun_T000015708.NT.trim.NT.macse.trim.filter,Psun_T000015708,ScmyWZ3_1570_HRSCAF_1621,59179403,59218545,-4306.510904,4.05598,0.77464,0.13435,0.09100,0.03512,1.00000,29.66764,0.03512,1.00000,1.00542
Psun_T000015781.NT.trim.NT.macse.trim.filter,Psun_T000015781,ScmyWZ3_1570_HRSCAF_1621,64292591,64314374,-2475.968520,4.67950,0.76079,0.15186,0.08735,0.05683,1.00000,4.03962,0.05683,1.00000,0.00000
Psun_T000015703.NT.trim.NT.macse.trim.filter,Psun_T000015703,ScmyWZ3_1570_HRSCAF_1621,59106510,59123324,-4935.871609,4.14613,0.22065,0.00800,0.77135,1.00000,1.00000,0.01359,1.00000,1.00000,0.07354
Psun_T000015818.NT.trim.NT.macse.trim.filter,Psun_T000015818,ScmyWZ3_1570_HRSCAF_1621,70032524,70045684,-1967.585004,6.50803,0.85397,0.00000,0.14603,0.08172,1.00000,0.76305,0.08172,1.00000,2.37388
Psun_T000015829.NT.trim.NT.macse.trim.filter,Psun_T000015829,ScmyWZ3_1570_HRSCAF_1621,70284154,70285142,-572.355702,3.12292,0.94950,0.00000,0.05050,0.52411,1.00000,10.95598,0.52411,1.00000,3.65983
Psun_T000015506.NT.trim.NT.macse.trim.filter,Psun_T000015506,ScmyWZ3_1570_HRSCAF_1621,34726163,34735551,-7031.379874,6.61221,0.21315,0.04751,0.73933,0.09356,1.00000,0.06165,0.09356,1.00000,0.00000
Psun_T000015830.NT.trim.NT.macse.trim.filter,Psun_T000015830,ScmyWZ3_1570_HRSCAF_1621,70290713,70299623,-1888.442375,2.23044,0.92923,0.04534,0.02543,0.00000,1.00000,9.55442,0.00000,1.00000,0.00000
Psun_T000015813.NT.trim.NT.macse.trim.filter,Psun_T000015813,ScmyWZ3_1570_HRSCAF_1621,66848748,66885315,-2565.583046,3.33989,0.13803,0.00000,0.86197,0.60681,1.00000,0.01181,0.60681,1.00000,0.00000
Psun_T000015828.NT.trim.NT.macse.trim.filter,Psun_T000015828,ScmyWZ3_1570_HRSCAF_1621,70278469,70283370,-1812.622717,3.56551,0.93328,0.00000,0.06672,0.03199,1.00000,337.41606,0.03199,1.00000,2.75740
Psun_T000015847.NT.trim.NT.macse.trim.filter,Psun_T000015847,ScmyWZ3_1570_HRSCAF_1621,70559861,70570646,-995.493814,4.53816,0.79702,0.07899,0.12399,0.11286,1.00000,0.00000,0.11286,1.00000,0.29071
Psun_T000015821.NT.trim.NT.macse.trim.filter,Psun_T000015821,ScmyWZ3_1570_HRSCAF_1621,70089316,70099164,-2524.805473,4.79619,0.79958,0.00000,0.20042,0.01493,1.00000,1.01953,0.01493,1.00000,0.43122
Psun_T000015844.NT.trim.NT.macse.trim.filter,Psun_T000015844,ScmyWZ3_1570_HRSCAF_1621,70519288,70525800,-1763.569953,3.02734,0.29148,0.00000,0.70852,0.48945,1.00000,0.07703,0.48945,1.00000,0.00000
Psun_T000015819.NT.trim.NT.macse.trim.filter,Psun_T000015819,ScmyWZ3_1570_HRSCAF_1621,70043169,70055951,-2853.885800,6.34906,0.74303,0.19493,0.06204,0.00000,1.00000,999.00000,0.00000,1.00000,0.00000
Psun_T000015835.NT.trim.NT.macse.trim.filter,Psun_T000015835,ScmyWZ3_1570_HRSCAF_1621,70347700,70349612,-1046.991444,4.51894,0.00000,0.00000,1.00000,0.00000,1.00000,0.02361,0.00000,1.00000,0.00000
Psun_T000015837.NT.trim.NT.macse.trim.filter,Psun_T000015837,ScmyWZ3_1570_HRSCAF_1621,70408515,70416084,-791.928014,7.29708,0.98675,0.00000,0.01325,0.00000,1.00000,29.47532,0.00000,1.00000,0.00000
Psun_T000015853.NT.trim.NT.macse.trim.filter,Psun_T000015853,ScmyWZ3_1570_HRSCAF_1621,70675082,70690421,-1686.651668,6.33881,0.91196,0.00000,0.08804,0.00000,1.00000,0.47374,0.00000,1.00000,0.45678
Psun_T000015784.NT.trim.NT.macse.trim.filter,Psun_T000015784,ScmyWZ3_1570_HRSCAF_1621,64373721,64393788,-3679.690166,5.07276,0.70383,0.26777,0.02840,0.00000,1.00000,0.00000,0.00000,1.00000,3.73685
Psun_T000015868.NT.trim.NT.macse.trim.filter,Psun_T000015868,ScmyWZ3_1570_HRSCAF_1621,71291041,71298533,-1087.936634,8.89640,0.00000,0.00000,1.00000,0.00000,1.00000,0.08474,0.00000,1.00000,0.04494
Psun_T000015720.NT.trim.NT.macse.trim.filter,Psun_T000015720,ScmyWZ3_1570_HRSCAF_1621,59390298,59406450,-5134.462524,3.54884,0.88242,0.00000,0.11758,0.00000,1.00000,0.83668,0.00000,1.00000,0.54834
Psun_T000015846.NT.trim.NT.macse.trim.filter,Psun_T000015846,ScmyWZ3_1570_HRSCAF_1621,70530203,70555040,-2379.072498,2.78192,0.78008,0.14457,0.07535,0.00000,1.00000,10.34109,0.00000,1.00000,0.00000
Psun_T000015860.NT.trim.NT.macse.trim.filter,Psun_T000015860,ScmyWZ3_1570_HRSCAF_1621,71157059,71160443,-1661.218994,5.11450,0.75529,0.00000,0.24471,0.00000,1.00000,0.96944,0.00000,1.00000,1.86567
Psun_T000015874.NT.trim.NT.macse.trim.filter,Psun_T000015874,ScmyWZ3_1570_HRSCAF_1621,71410079,71412877,-872.318207,5.93580,0.99142,0.00000,0.00858,0.08355,1.00000,0.00000,0.08355,1.00000,9.76381
Psun_T000015826.NT.trim.NT.macse.trim.filter,Psun_T000015826,ScmyWZ3_1570_HRSCAF_1621,70239547,70276525,-2634.125493,5.79350,0.98780,0.00000,0.01220,0.01813,1.00000,6.91180,0.01813,1.00000,0.00000
Psun_T000015832.NT.trim.NT.macse.trim.filter,Psun_T000015832,ScmyWZ3_1570_HRSCAF_1621,70328404,70345784,-2894.875421,6.58328,0.88975,0.09816,0.01209,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
