# codeml m1 output parser
# PYTHON VERSION: 3.8.5
# Script call:    paml_to_csv.py -i ../../paml/mus-4spec-cmc/ -m cmc -d ../../data/mm10-genes.tab -o ../../paml/mus-4spec-cmc.csv
# Runtime:        11/17/2020 18:10:59
# ----------------
# IO OPTIONS
# Input directory:       ../../paml/mus-4spec-cmc/
# PAML model:            cmc
# Metadata file:         ../../data/mm10-genes.tab
# Output file:           ../../paml/mus-4spec-cmc.csv
# ----------------
# 11.17.2020 | 18:10:59 Reading metadata file: ../../data/mm10-genes.tab
# Features read:         55421
# ----------------
# 11.17.2020 | 18:11:00 Begin parsing PAML output...
file,id,chr,start,end,lnl,k,prop 1,prop 2,prop 3,background clade omega 1,background clade omega 2,background clade omega 3,target clade omega 1,target clade omega 2,target clade omega 3
ENSMUSG00000040985-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000040985,11,9016054,9048991,-1326.375915,2.02390,0.89377,0.00000,0.10623,0.09912,1.00000,0.00000,0.09912,1.00000,3.42908
ENSMUSG00000050323-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000050323,4,11051045,11076205,-1818.049472,2.72396,0.85353,0.00000,0.14647,0.05696,1.00000,999.00000,0.05696,1.00000,0.31044
ENSMUSG00000067724-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000067724,5,24502757,24527202,-1979.232288,4.11044,0.31038,0.00005,0.68957,0.32947,1.00000,0.00000,0.32947,1.00000,0.01414
ENSMUSG00000049038-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000049038,10,85119433,85128027,-1999.525074,3.20369,0.88150,0.00000,0.11850,0.10963,1.00000,1.21050,0.10963,1.00000,2.41199
ENSMUSG00000015243-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000015243,4,53030787,53159895,-11929.259193,3.79899,0.93691,0.00000,0.06309,0.02402,1.00000,1.42150,0.02402,1.00000,0.32817
ENSMUSG00000075158-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000075158,2,87149181,87152624,-1721.287717,4.43768,0.76392,0.00000,0.23608,0.00000,1.00000,0.75690,0.00000,1.00000,0.80557
ENSMUSG00000015714-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000015714,3,95314791,95323599,-1673.216152,3.45246,0.00000,0.12690,0.87310,0.00000,1.00000,0.00000,0.00000,1.00000,0.02340
ENSMUSG00000033227-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000033227,1,74771892,74785322,-1782.814181,3.29937,0.97375,0.00000,0.02625,0.00000,1.00000,0.00000,0.00000,1.00000,3.36833
ENSMUSG00000027419-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000027419,2,143546156,143816285,-3170.811833,3.29960,0.00000,0.00000,1.00000,0.42270,1.00000,147.55415,0.42270,1.00000,0.01152
ENSMUSG00000045613-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000045613,6,36388084,36528414,-2289.013890,3.69644,0.00003,0.00000,0.99997,0.02368,1.00000,47.13653,0.02368,1.00000,0.01089
ENSMUSG00000044487-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000044487,2,87187798,87192767,-1739.842772,1.88039,0.85882,0.12474,0.01644,0.06938,1.00000,0.00000,0.06938,1.00000,17.58730
ENSMUSG00000020467-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020467,11,28853204,28926743,-2604.830603,2.92298,0.00000,0.09109,0.90891,0.44117,1.00000,94.36461,0.44117,1.00000,0.03483
ENSMUSG00000055150-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000055150,7,6363280,6382605,-3386.812656,1.92314,0.69825,0.00000,0.30175,0.00000,1.00000,0.00000,0.00000,1.00000,1.01631
ENSMUSG00000043300-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000043300,3,69574158,69598960,-1812.116800,2.26241,0.85204,0.00000,0.14796,0.00260,1.00000,0.70400,0.00260,1.00000,0.39952
ENSMUSG00000090219-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000090219,7,104053600,104061445,-1808.340817,2.07358,0.97075,0.00000,0.02925,0.06822,1.00000,999.00000,0.06822,1.00000,1.33695
ENSMUSG00000025145-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000025145,11,120713925,120721128,-3420.193420,4.33835,0.54246,0.00000,0.45754,0.00000,1.00000,999.00000,0.00000,1.00000,0.24394
ENSMUSG00000024287-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000024287,18,9957906,9995489,-2431.160071,3.14807,0.97068,0.00000,0.02932,0.01195,1.00000,672.84793,0.01195,1.00000,0.00000
ENSMUSG00000042439-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000042439,18,65579912,65689443,-6820.826580,3.31194,0.73760,0.05013,0.21226,0.03318,1.00000,0.11613,0.03318,1.00000,0.00000
ENSMUSG00000020532-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020532,11,84129672,84401651,-10524.480055,3.60708,0.00236,0.00000,0.99764,0.01535,1.00000,0.01861,0.01535,1.00000,0.01089
ENSMUSG00000039065-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000039065,15,31601852,31621227,-756.472322,3.55144,0.00000,0.00000,1.00000,0.61006,1.00000,8.69120,0.61006,1.00000,0.04710
ENSMUSG00000073931-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000073931,7,104104873,104109766,-1668.543828,3.73467,0.00000,0.00000,1.00000,0.00000,1.00000,222.02638,0.00000,1.00000,0.07913
ENSMUSG00000028703-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028703,4,116075269,116097043,-3910.334576,4.59630,0.90740,0.00000,0.09260,0.08176,1.00000,0.00000,0.08176,1.00000,0.22492
ENSMUSG00000066262-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000066262,7,104018686,104025573,-1569.874340,3.38841,0.62430,0.00000,0.37570,0.03678,1.00000,0.08452,0.03678,1.00000,0.00000
ENSMUSG00000090799-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000090799,14,50888582,50897507,-2874.654263,4.30455,0.94513,0.00000,0.05487,0.06182,1.00000,674.06165,0.06182,1.00000,0.39368
ENSMUSG00000062075-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000062075,10,80901203,80918245,-3464.563278,4.67442,0.83133,0.08090,0.08776,0.06419,1.00000,999.00000,0.06419,1.00000,0.00000
ENSMUSG00000006345-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000006345,10,75561604,75586200,-2039.516583,4.29504,0.96564,0.02085,0.01351,0.03537,1.00000,0.00000,0.03537,1.00000,6.18081
ENSMUSG00000066263-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000066263,7,104006231,104017303,-1708.119449,3.51417,0.92883,0.00000,0.07117,0.03939,1.00000,0.00000,0.03939,1.00000,2.88429
ENSMUSG00000023906-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000023906,17,23679249,23682446,-1177.522313,3.88027,0.00000,0.10050,0.89950,0.00000,1.00000,999.00000,0.00000,1.00000,0.00000
ENSMUSG00000073932-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000073932,7,104035445,104042072,-1642.174727,3.00977,0.74597,0.00000,0.25403,0.00000,1.00000,0.44210,0.00000,1.00000,0.84301
ENSMUSG00000033184-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000033184,18,46560235,46597535,-962.519817,3.62333,0.00842,0.00000,0.99158,0.07217,1.00000,0.09583,0.07217,1.00000,0.03328
ENSMUSG00000049797-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000049797,7,104046529,104052666,-1650.182621,4.64168,0.90602,0.00000,0.09398,0.00000,1.00000,0.26214,0.00000,1.00000,2.68789
ENSMUSG00000021823-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000021823,14,20929398,21033676,-5253.442283,3.36909,0.00000,0.00000,1.00000,0.00000,1.00000,96.55260,0.00000,1.00000,0.00000
ENSMUSG00000019838-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000019838,10,40033532,40142258,-2735.741109,4.45136,0.00005,0.15466,0.84528,0.03815,1.00000,11.40701,0.03815,1.00000,0.01137
ENSMUSG00000018672-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000018672,11,96849870,96861203,-992.513333,3.73482,0.00000,0.00000,1.00000,0.00000,1.00000,0.05349,0.00000,1.00000,0.00000
ENSMUSG00000022419-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000022419,15,55112317,55259271,-2032.458698,4.46878,0.00000,0.00000,1.00000,0.00856,1.00000,0.00000,0.00856,1.00000,0.05542
ENSMUSG00000071451-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000071451,13,34162964,34178173,-649.013003,4.49892,1.00000,0.00000,0.00000,0.08562,1.00000,2.88786,0.08562,1.00000,0.08543
ENSMUSG00000020859-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020859,11,93996091,94126085,-6711.866484,3.96643,0.80547,0.00000,0.19453,0.00000,1.00000,0.27259,0.00000,1.00000,0.36347
ENSMUSG00000056130-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000056130,18,46557291,46574533,-978.759383,2.45014,1.00000,0.00000,0.00000,0.10486,1.00000,1.32140,0.10486,1.00000,0.09612
ENSMUSG00000000308-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000000308,2,121357714,121363737,-1830.580619,3.18573,0.00006,0.00000,0.99994,0.10445,1.00000,0.00000,0.10445,1.00000,0.14653
ENSMUSG00000026427-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000026427,1,131153181,131187658,-2692.647510,3.16447,0.00000,0.23131,0.76869,0.00000,1.00000,0.00000,0.00000,1.00000,0.07032
ENSMUSG00000056281-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000056281,X,49882991,49891483,-1725.891028,3.29753,0.85754,0.11041,0.03205,0.05648,1.00000,0.00000,0.05648,1.00000,4.39252
ENSMUSG00000014763-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000014763,17,15396202,15433583,-4458.529114,3.29643,0.90405,0.00000,0.09595,0.06923,1.00000,351.90652,0.06923,1.00000,0.61316
ENSMUSG00000031860-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000031860,8,69832491,69872292,-1900.306815,3.67878,0.15081,0.24960,0.59959,0.19464,1.00000,0.00000,0.19464,1.00000,0.47939
ENSMUSG00000023286-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000023286,4,155943831,155959604,-1266.258941,5.45716,0.00038,0.00000,0.99962,0.06652,1.00000,0.00000,0.06652,1.00000,0.07061
ENSMUSG00000055643-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000055643,7,104127912,104129826,-2899.506901,3.66375,0.94393,0.00000,0.05607,0.24760,1.00000,255.77167,0.24760,1.00000,2.41228
ENSMUSG00000028348-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028348,4,48663514,48673502,-2044.471732,2.38519,0.96809,0.00000,0.03191,0.03064,1.00000,0.66771,0.03064,1.00000,2.28191
ENSMUSG00000041488-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000041488,19,11775118,11819403,-1652.543493,2.02076,0.85921,0.00000,0.14079,0.00000,1.00000,0.00000,0.00000,1.00000,4.51793
ENSMUSG00000024331-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000024331,18,20030633,20059554,-5187.647893,3.13335,0.86003,0.02581,0.11416,0.15352,1.00000,2.76171,0.15352,1.00000,0.43717
ENSMUSG00000044067-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000044067,12,31706867,31713947,-2073.006818,2.51226,0.91006,0.00000,0.08994,0.04732,1.00000,0.00000,0.04732,1.00000,0.15494
ENSMUSG00000066720-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000066720,17,23682584,23684026,-1087.255489,3.64524,1.00000,0.00000,0.00000,0.01682,1.00000,1.40531,0.01682,1.00000,0.00000
ENSMUSG00000050945-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000050945,18,5210029,5334807,-4241.332980,3.01697,0.00000,0.40289,0.59711,0.00000,1.00000,0.20866,0.00000,1.00000,0.00000
ENSMUSG00000050930-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000050930,8,125669818,125673359,-5311.070721,3.73437,0.66728,0.32646,0.00626,0.12099,1.00000,139.99735,0.12099,1.00000,1.28223
ENSMUSG00000004347-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000004347,6,56069804,56652487,-3354.797924,2.33217,0.00000,0.00000,1.00000,0.16153,1.00000,0.00000,0.16153,1.00000,0.08522
ENSMUSG00000019856-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000019856,10,53633145,53751123,-5613.172594,1.75608,0.26612,0.00000,0.73388,0.30007,1.00000,3.29474,0.30007,1.00000,0.00000
ENSMUSG00000028978-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028978,5,24364810,24384474,-6005.655291,6.15752,0.99099,0.00000,0.00901,0.02480,1.00000,3.86421,0.02480,1.00000,0.00000
ENSMUSG00000047746-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000047746,16,36963460,36990467,-3670.612149,4.38339,0.74985,0.00000,0.25015,0.00000,1.00000,0.52883,0.00000,1.00000,0.82697
ENSMUSG00000045267-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000045267,15,32177289,32178294,-1900.941444,3.02230,0.66685,0.28536,0.04778,0.06903,1.00000,999.00000,0.06903,1.00000,0.00000
ENSMUSG00000052387-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000052387,19,22139046,22995410,-8027.247898,3.73356,0.00005,0.00000,0.99995,0.01921,1.00000,0.00000,0.01921,1.00000,0.03507
ENSMUSG00000064138-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000064138,13,77702033,78166235,-1795.384740,2.39737,0.00033,0.00000,0.99967,0.05686,1.00000,5.78582,0.05686,1.00000,0.06031
ENSMUSG00000039753-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000039753,5,43744615,43821638,-3454.253226,7.20176,0.50632,0.00000,0.49368,0.00000,1.00000,0.98507,0.00000,1.00000,0.23172
ENSMUSG00000051900-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000051900,7,120409647,120544813,-8819.565163,4.37638,0.87109,0.09837,0.03054,0.18295,1.00000,11.44804,0.18295,1.00000,0.58593
ENSMUSG00000033059-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000033059,2,150786735,150831758,-3922.605189,3.83017,1.00000,0.00000,0.00000,0.01619,1.00000,0.71101,0.01619,1.00000,0.00000
ENSMUSG00000093668-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000093668,13,78024902,78026295,-1758.606409,5.38443,0.68766,0.28876,0.02358,0.00000,1.00000,0.20198,0.00000,1.00000,13.87768
ENSMUSG00000071356-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000071356,6,78370657,78373466,-1134.628925,2.31382,0.10211,0.17638,0.72150,0.13392,1.00000,0.00000,0.13392,1.00000,0.10494
ENSMUSG00000020435-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020435,11,3703731,3863903,-4404.136922,4.74336,0.97473,0.00000,0.02527,0.04856,1.00000,9.57057,0.04856,1.00000,0.53719
ENSMUSG00000019853-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000019853,10,18539498,18546076,-1124.753607,4.41587,0.99999,0.00000,0.00001,0.10915,1.00000,0.00000,0.10915,1.00000,0.10887
ENSMUSG00000002996-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000002996,12,31926254,31950535,-2591.327216,3.80166,0.92988,0.06538,0.00473,0.01980,1.00000,0.00000,0.01980,1.00000,15.19996
ENSMUSG00000002057-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000002057,11,78357577,78386558,-2464.495525,5.07973,0.55809,0.06807,0.37385,0.09014,1.00000,2.21479,0.09014,1.00000,0.09013
ENSMUSG00000035933-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000035933,12,31654869,31937630,-4193.876521,3.24519,0.97572,0.01934,0.00494,0.07437,1.00000,534.93556,0.07437,1.00000,0.00000
ENSMUSG00000048232-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000048232,4,45034247,45084604,-3623.977793,3.72783,0.96919,0.00000,0.03081,0.00896,1.00000,999.00000,0.00896,1.00000,0.00000
ENSMUSG00000047879-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000047879,18,9993066,10045119,-2286.701667,4.41905,0.00000,0.00000,1.00000,0.38753,1.00000,184.92893,0.38753,1.00000,0.04714
ENSMUSG00000024155-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000024155,17,24804289,24839788,-2170.677420,4.45858,0.33917,0.00000,0.66083,0.55054,1.00000,0.00610,0.55054,1.00000,0.00000
ENSMUSG00000028318-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028318,4,45018583,45036565,-2486.806018,2.60823,0.68275,0.22026,0.09699,0.05586,1.00000,1.47940,0.05586,1.00000,0.05584
ENSMUSG00000050504-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000050504,X,50005448,50019359,-1695.047440,2.91036,0.47455,0.00000,0.52545,0.35186,1.00000,0.02284,0.35186,1.00000,0.00000
ENSMUSG00000006281-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000006281,14,50824059,50870560,-14854.592583,4.06522,0.58482,0.00000,0.41518,0.00000,1.00000,0.00000,0.00000,1.00000,0.73215
ENSMUSG00000029632-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000029632,6,11900292,11907497,-411.316879,1.59822,1.00000,0.00000,0.00000,0.01625,1.00000,0.00000,0.01625,1.00000,0.00000
ENSMUSG00000059610-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000059610,11,59570255,59576235,-1650.591543,6.24884,0.90828,0.00000,0.09172,0.01607,1.00000,1.63350,0.01607,1.00000,0.70818
ENSMUSG00000048919-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000048919,11,59588497,59593289,-1872.199947,4.63892,0.57680,0.18379,0.23941,0.00000,1.00000,0.00000,0.00000,1.00000,2.25472
ENSMUSG00000044320-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000044320,2,30794769,30803661,-1460.769436,3.34270,0.72514,0.16456,0.11030,0.00000,1.00000,999.00000,0.00000,1.00000,0.26679
ENSMUSG00000026450-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000026450,1,134111242,134151540,-2619.713512,2.51923,0.00000,0.26076,0.73924,0.00000,1.00000,66.84547,0.00000,1.00000,0.00000
ENSMUSG00000020218-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020218,10,121033960,121100650,-1925.798212,3.89249,0.91107,0.07174,0.01719,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
ENSMUSG00000021519-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000021519,13,66906968,66933088,-1793.325832,4.13385,0.66368,0.12973,0.20659,0.20959,1.00000,1.39299,0.20959,1.00000,0.00000
ENSMUSG00000052812-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000052812,12,4917353,5047394,-7173.041954,3.68272,0.99340,0.00000,0.00660,0.05199,1.00000,0.00000,0.05199,1.00000,8.16113
ENSMUSG00000025420-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000025420,18,76977148,77047308,-2660.324240,3.54884,0.01343,0.09200,0.89456,0.05736,1.00000,0.00000,0.05736,1.00000,0.06073
ENSMUSG00000045679-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000045679,12,16988648,17000408,-822.142080,4.75676,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.15523
ENSMUSG00000060373-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000060373,14,52073377,52104028,-1420.102788,3.49208,0.07960,0.00000,0.92040,0.00000,1.00000,0.62143,0.00000,1.00000,0.00000
ENSMUSG00000031851-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000031851,8,125729963,125748235,-985.979512,4.90911,0.86625,0.09265,0.04111,0.06305,1.00000,0.00000,0.06305,1.00000,8.84825
ENSMUSG00000024181-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000024181,17,26123500,26126613,-1233.892152,7.20814,0.00000,0.21521,0.78479,0.00000,1.00000,16.94705,0.00000,1.00000,0.00000
ENSMUSG00000043535-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000043535,2,29124181,29182471,-14600.404353,3.76439,0.55464,0.25245,0.19292,0.04714,1.00000,96.15840,0.04714,1.00000,0.00000
ENSMUSG00000054099-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000054099,5,8422850,8454797,-727.862959,4.23656,0.22573,0.00000,0.77427,0.55193,1.00000,0.13535,0.55193,1.00000,0.00000
ENSMUSG00000028211-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028211,4,11156431,11174379,-1218.144688,2.40219,0.00255,0.16356,0.83389,0.00000,1.00000,270.15140,0.00000,1.00000,0.00000
ENSMUSG00000038570-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000038570,7,82632960,82648528,-1935.395205,4.64574,0.82018,0.00000,0.17982,0.00000,1.00000,0.00000,0.00000,1.00000,2.45708
ENSMUSG00000020840-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020840,11,76924809,76987379,-2170.819540,3.82915,0.96395,0.00000,0.03605,0.00000,1.00000,1.61682,0.00000,1.00000,1.00837
ENSMUSG00000039835-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000039835,10,18318985,18533892,-8464.486882,4.00167,0.81292,0.18295,0.00413,0.09568,1.00000,999.00000,0.09568,1.00000,0.00000
ENSMUSG00000026890-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000026890,2,36081953,36105408,-1628.566199,2.91486,0.84502,0.02921,0.12576,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
ENSMUSG00000003299-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000003299,9,21002738,21008839,-1366.525995,3.00439,0.00000,0.09088,0.90912,0.00000,1.00000,0.09391,0.00000,1.00000,0.00000
ENSMUSG00000029660-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000029660,5,149439660,149470979,-1597.177254,3.27666,0.77672,0.19704,0.02624,0.10150,1.00000,0.00000,0.10150,1.00000,5.08493
ENSMUSG00000038204-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000038204,5,24532697,24540978,-2613.261748,4.72122,0.87117,0.00000,0.12883,0.02089,1.00000,999.00000,0.02089,1.00000,0.91735
ENSMUSG00000034285-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000034285,11,4873951,4894200,-1184.188297,4.51021,0.94077,0.00000,0.05923,0.02380,1.00000,1.75536,0.02380,1.00000,0.00000
ENSMUSG00000024427-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000024427,18,38586247,38601415,-1522.683280,5.57575,0.81742,0.00000,0.18258,0.05868,1.00000,0.18061,0.05868,1.00000,0.00000
ENSMUSG00000042659-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000042659,7,68736995,68749241,-2151.861735,4.00862,0.00000,0.00000,1.00000,0.07731,1.00000,0.04149,0.07731,1.00000,0.06626
ENSMUSG00000015869-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000015869,11,116470845,116494202,-1902.267949,3.95611,0.00000,0.00000,1.00000,0.00000,1.00000,182.89082,0.00000,1.00000,0.00000
ENSMUSG00000005204-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000005204,11,69673115,69682084,-2738.932645,3.86222,0.67209,0.07693,0.25099,0.00000,1.00000,1.00552,0.00000,1.00000,0.00000
ENSMUSG00000029030-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000029030,4,154157485,154160666,-1287.412900,3.44784,0.00000,0.00000,1.00000,0.00000,1.00000,16.94039,0.00000,1.00000,0.02143
ENSMUSG00000020178-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020178,10,75316877,75334784,-2108.087544,4.81651,0.28543,0.03608,0.67849,0.05587,1.00000,999.00000,0.05587,1.00000,0.00000
ENSMUSG00000028423-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028423,4,40970906,41025993,-5770.844586,3.18847,0.95210,0.00000,0.04790,0.07720,1.00000,0.00000,0.07720,1.00000,2.40917
ENSMUSG00000021518-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000021518,13,66932830,66998401,-2449.734628,2.27423,0.20513,0.05674,0.73814,0.04284,1.00000,0.00000,0.04284,1.00000,0.03437
ENSMUSG00000029029-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000029029,4,154142372,154167420,-2506.589248,4.36801,0.95040,0.00000,0.04960,0.07199,1.00000,694.22206,0.07199,1.00000,0.00000
ENSMUSG00000012819-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000012819,10,60302748,60696490,-14947.040259,5.05535,0.82260,0.06904,0.10837,0.00000,1.00000,2.80436,0.00000,1.00000,0.00000
ENSMUSG00000028228-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028228,4,19519254,19570108,-2697.601571,3.08554,0.94364,0.03992,0.01644,0.03180,1.00000,999.00000,0.03180,1.00000,0.00000
ENSMUSG00000064246-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000064246,1,134182176,134190181,-2577.183333,1.73259,0.55138,0.39666,0.05197,0.00000,1.00000,0.00000,0.00000,1.00000,7.73326
ENSMUSG00000047654-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000047654,8,69902184,69903518,-1161.507985,38.47440,0.38140,0.00001,0.61859,0.00000,1.00000,0.00000,0.00000,1.00000,0.05409
ENSMUSG00000020180-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020180,10,75517551,75537381,-611.919201,5.65830,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000
ENSMUSG00000024790-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000024790,19,6116000,6118650,-2592.610578,3.91023,0.84807,0.00000,0.15193,0.08947,1.00000,0.68417,0.08947,1.00000,2.52477
ENSMUSG00000048967-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000048967,8,69887788,69902712,-1017.650111,5.35265,0.97354,0.00000,0.02646,0.05844,1.00000,0.00000,0.05844,1.00000,13.50586
ENSMUSG00000030884-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000030884,7,120635176,120659524,-2352.901380,2.94160,0.09627,0.00000,0.90373,0.80305,1.00000,0.10483,0.80305,1.00000,0.00000
ENSMUSG00000032940-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000032940,16,75592844,75602829,-1395.710411,2.84824,0.38081,0.00000,0.61919,0.40368,1.00000,0.00000,0.40368,1.00000,0.14424
ENSMUSG00000028427-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000028427,4,41033074,41048139,-1558.828188,2.55467,0.79542,0.10634,0.09824,0.02781,1.00000,5.69807,0.02781,1.00000,0.84113
ENSMUSG00000020169-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020169,10,116986314,117025040,-3706.007842,3.69064,0.96962,0.00633,0.02404,0.08887,1.00000,3.87794,0.08887,1.00000,0.00000
ENSMUSG00000020454-mus4.NT.trim.NT.macse.trim.filter,ENSMUSG00000020454,11,3202392,3244588,-5033.274801,3.58229,0.94117,0.00000,0.05883,0.05871,1.00000,0.00000,0.05871,1.00000,2.49842
