# GFF/GTF parsing and conversion.
# PYTHON VERSION: 3.8.5
# Script call:    /home/gt156213e/bin/core/gxf_parse.py -i dwarf_hamster_23Oct2018_myWZ3.all.gff -s maker -p Psun -o psun-genes.tab --notranscripts --noexons
# Runtime:        10/29/2020 14:06:52
# ----------------
# Input file:            dwarf_hamster_23Oct2018_myWZ3.all.gff
# Input source:          maker
# Feature ID prefix:     Psun
# Output file:           psun-genes.tab
# --notranscripts set:   Not writing transcript coordinates and IDs.
# --noexons set:         Not writing exon coordinates and IDs.
# ----------------
# 10.29.2020 | 14:06:52 Detecting compression...
# 10.29.2020 | 14:06:52 Reading genes...
# Genes read:            27988
# ----------------
# 10.29.2020 | 14:09:07 Writing output...
feature id	feature type	chr	start	end	strand	parent ids	num child features
Psun_G000006234	gene	ScmyWZ3_6734_HRSCAF_6862	159391776	159396820	-	NA	0
Psun_G000006235	gene	ScmyWZ3_6734_HRSCAF_6862	159399497	159401187	-	NA	0
Psun_G000006238	gene	ScmyWZ3_6734_HRSCAF_6862	159426019	159433851	-	NA	0
Psun_G000006246	gene	ScmyWZ3_6734_HRSCAF_6862	159479815	159484613	-	NA	0
Psun_G000006240	gene	ScmyWZ3_6734_HRSCAF_6862	159458451	159459068	+	NA	0
Psun_G000006192	gene	ScmyWZ3_6734_HRSCAF_6862	158596031	158623050	+	NA	0
Psun_G000006194	gene	ScmyWZ3_6734_HRSCAF_6862	158634332	158668888	+	NA	0
Psun_G000006196	gene	ScmyWZ3_6734_HRSCAF_6862	158671090	158677303	+	NA	0
Psun_G000006197	gene	ScmyWZ3_6734_HRSCAF_6862	158679509	158683442	+	NA	0
Psun_G000006195	gene	ScmyWZ3_6734_HRSCAF_6862	158670452	158670954	+	NA	0
Psun_G000006193	gene	ScmyWZ3_6734_HRSCAF_6862	158624145	158624533	+	NA	0
Psun_G000006363	gene	ScmyWZ3_6734_HRSCAF_6862	174901730	174922847	-	NA	0
Psun_G000006364	gene	ScmyWZ3_6734_HRSCAF_6862	174942698	174946362	-	NA	0
Psun_G000006366	gene	ScmyWZ3_6734_HRSCAF_6862	176650745	176652701	+	NA	0
Psun_G000006343	gene	ScmyWZ3_6734_HRSCAF_6862	171434699	171471554	+	NA	0
Psun_G000006367	gene	ScmyWZ3_6734_HRSCAF_6862	176869540	176880371	+	NA	0
Psun_G000006368	gene	ScmyWZ3_6734_HRSCAF_6862	177164123	177165295	+	NA	0
Psun_G000006369	gene	ScmyWZ3_6734_HRSCAF_6862	177165320	177165955	+	NA	0
Psun_G000006338	gene	ScmyWZ3_6734_HRSCAF_6862	170858777	170878172	+	NA	0
Psun_G000006339	gene	ScmyWZ3_6734_HRSCAF_6862	170871965	170915406	-	NA	0
Psun_G000006373	gene	ScmyWZ3_6734_HRSCAF_6862	178211645	178215938	-	NA	0
Psun_G000006374	gene	ScmyWZ3_6734_HRSCAF_6862	178216496	178226104	-	NA	0
Psun_G000006372	gene	ScmyWZ3_6734_HRSCAF_6862	178206833	178211319	-	NA	0
Psun_G000006361	gene	ScmyWZ3_6734_HRSCAF_6862	174484137	174514479	-	NA	0
Psun_G000006385	gene	ScmyWZ3_6734_HRSCAF_6862	179705249	179712858	+	NA	0
Psun_G000006386	gene	ScmyWZ3_6734_HRSCAF_6862	179712868	179730902	+	NA	0
Psun_G000006387	gene	ScmyWZ3_6734_HRSCAF_6862	179904218	179934139	-	NA	0
Psun_G000006377	gene	ScmyWZ3_6734_HRSCAF_6862	179040262	179048346	-	NA	0
Psun_G000006378	gene	ScmyWZ3_6734_HRSCAF_6862	179126876	179153427	-	NA	0
Psun_G000006379	gene	ScmyWZ3_6734_HRSCAF_6862	179220118	179253814	-	NA	0
Psun_G000006380	gene	ScmyWZ3_6734_HRSCAF_6862	179310323	179392253	-	NA	0
Psun_G000006381	gene	ScmyWZ3_6734_HRSCAF_6862	179392482	179428967	-	NA	0
Psun_G000006376	gene	ScmyWZ3_6734_HRSCAF_6862	178997061	179034775	+	NA	0
Psun_G000006390	gene	ScmyWZ3_6734_HRSCAF_6862	180352160	180361617	+	NA	0
Psun_G000006391	gene	ScmyWZ3_6734_HRSCAF_6862	180361708	180378309	+	NA	0
Psun_G000006388	gene	ScmyWZ3_6734_HRSCAF_6862	180165156	180183285	+	NA	0
Psun_G000006389	gene	ScmyWZ3_6734_HRSCAF_6862	180194019	180212661	+	NA	0
Psun_G000006346	gene	ScmyWZ3_6734_HRSCAF_6862	171859154	171875978	+	NA	0
Psun_G000006348	gene	ScmyWZ3_6734_HRSCAF_6862	172106506	172109490	+	NA	0
Psun_G000006347	gene	ScmyWZ3_6734_HRSCAF_6862	172085423	172092841	+	NA	0
Psun_G000006382	gene	ScmyWZ3_6734_HRSCAF_6862	179510111	179550820	+	NA	0
Psun_G000006384	gene	ScmyWZ3_6734_HRSCAF_6862	179619713	179630061	+	NA	0
Psun_G000006383	gene	ScmyWZ3_6734_HRSCAF_6862	179562621	179600893	-	NA	0
Psun_G000006404	gene	ScmyWZ3_6734_HRSCAF_6862	181380335	181422053	-	NA	0
Psun_G000006405	gene	ScmyWZ3_6734_HRSCAF_6862	181536728	181549865	-	NA	0
Psun_G000006392	gene	ScmyWZ3_6734_HRSCAF_6862	180620637	180645746	+	NA	0
Psun_G000006393	gene	ScmyWZ3_6734_HRSCAF_6862	180646567	180655872	+	NA	0
Psun_G000006394	gene	ScmyWZ3_6734_HRSCAF_6862	180670077	180682976	+	NA	0
Psun_G000006395	gene	ScmyWZ3_6734_HRSCAF_6862	180728725	180730273	-	NA	0
Psun_G000006406	gene	ScmyWZ3_6734_HRSCAF_6862	182395742	182405272	+	NA	0
Psun_G000006409	gene	ScmyWZ3_6734_HRSCAF_6862	182966702	183005208	+	NA	0
Psun_G000006408	gene	ScmyWZ3_6734_HRSCAF_6862	182929276	182933077	+	NA	0
Psun_G000006407	gene	ScmyWZ3_6734_HRSCAF_6862	182505651	182554001	+	NA	0
Psun_G000006410	gene	ScmyWZ3_6734_HRSCAF_6862	183011848	183065325	-	NA	0
Psun_G000006350	gene	ScmyWZ3_6734_HRSCAF_6862	172181509	172195971	-	NA	0
Psun_G000006351	gene	ScmyWZ3_6734_HRSCAF_6862	172935520	172942095	-	NA	0
Psun_G000006352	gene	ScmyWZ3_6734_HRSCAF_6862	172953305	172953979	-	NA	0
Psun_G000006353	gene	ScmyWZ3_6734_HRSCAF_6862	173724317	173734744	-	NA	0
Psun_G000006354	gene	ScmyWZ3_6734_HRSCAF_6862	173742526	173762079	-	NA	0
Psun_G000006349	gene	ScmyWZ3_6734_HRSCAF_6862	172132782	172181468	-	NA	0
Psun_G000006401	gene	ScmyWZ3_6734_HRSCAF_6862	181238280	181262401	-	NA	0
Psun_G000006402	gene	ScmyWZ3_6734_HRSCAF_6862	181264098	181279276	-	NA	0
Psun_G000006403	gene	ScmyWZ3_6734_HRSCAF_6862	181307642	181341948	-	NA	0
Psun_G000006419	gene	ScmyWZ3_6734_HRSCAF_6862	185725441	185742651	-	NA	0
Psun_G000006420	gene	ScmyWZ3_6734_HRSCAF_6862	185756919	185767921	-	NA	0
Psun_G000006396	gene	ScmyWZ3_6734_HRSCAF_6862	180748086	180804864	-	NA	0
Psun_G000006397	gene	ScmyWZ3_6734_HRSCAF_6862	180810061	180834290	-	NA	0
Psun_G000006400	gene	ScmyWZ3_6734_HRSCAF_6862	181120003	181197730	-	NA	0
Psun_G000006417	gene	ScmyWZ3_6734_HRSCAF_6862	185507339	185537533	-	NA	0
Psun_G000006418	gene	ScmyWZ3_6734_HRSCAF_6862	185542502	185552381	-	NA	0
Psun_G000006355	gene	ScmyWZ3_6734_HRSCAF_6862	173820357	173840086	+	NA	0
Psun_G000006356	gene	ScmyWZ3_6734_HRSCAF_6862	173848422	173906772	+	NA	0
Psun_G000006425	gene	ScmyWZ3_6734_HRSCAF_6862	186398311	186413429	+	NA	0
Psun_G000006375	gene	ScmyWZ3_6734_HRSCAF_6862	178419204	178450022	+	NA	0
Psun_G000006411	gene	ScmyWZ3_6734_HRSCAF_6862	183142323	183161845	-	NA	0
Psun_G000006412	gene	ScmyWZ3_6734_HRSCAF_6862	183181917	183232456	-	NA	0
Psun_G000006413	gene	ScmyWZ3_6734_HRSCAF_6862	183273081	183300294	-	NA	0
Psun_G000006414	gene	ScmyWZ3_6734_HRSCAF_6862	183311151	183326404	-	NA	0
Psun_G000006421	gene	ScmyWZ3_6734_HRSCAF_6862	185895584	185905543	-	NA	0
Psun_G000006422	gene	ScmyWZ3_6734_HRSCAF_6862	185930221	185970463	-	NA	0
Psun_G000006435	gene	ScmyWZ3_6734_HRSCAF_6862	187771483	188366431	+	NA	0
Psun_G000006428	gene	ScmyWZ3_6734_HRSCAF_6862	186662173	186690895	-	NA	0
Psun_G000006429	gene	ScmyWZ3_6734_HRSCAF_6862	186703573	186731665	-	NA	0
Psun_G000006430	gene	ScmyWZ3_6734_HRSCAF_6862	186859578	186875985	-	NA	0
Psun_G000006431	gene	ScmyWZ3_6734_HRSCAF_6862	186903822	186921494	-	NA	0
Psun_G000006432	gene	ScmyWZ3_6734_HRSCAF_6862	186932679	186939894	-	NA	0
Psun_G000006439	gene	ScmyWZ3_6734_HRSCAF_6862	189232670	189241684	+	NA	0
Psun_G000006433	gene	ScmyWZ3_6734_HRSCAF_6862	187039350	187097600	-	NA	0
Psun_G000006398	gene	ScmyWZ3_6734_HRSCAF_6862	181037451	181075776	+	NA	0
Psun_G000006399	gene	ScmyWZ3_6734_HRSCAF_6862	181080568	181110784	-	NA	0
Psun_G000006357	gene	ScmyWZ3_6734_HRSCAF_6862	173913766	174097550	-	NA	0
Psun_G000006440	gene	ScmyWZ3_6734_HRSCAF_6862	189284985	189322726	+	NA	0
Psun_G000006442	gene	ScmyWZ3_6734_HRSCAF_6862	189348214	189355620	+	NA	0
Psun_G000006441	gene	ScmyWZ3_6734_HRSCAF_6862	189326516	189339273	-	NA	0
Psun_G000006444	gene	ScmyWZ3_6734_HRSCAF_6862	189370844	189443606	-	NA	0
Psun_G000006443	gene	ScmyWZ3_6734_HRSCAF_6862	189350561	189369789	-	NA	0
Psun_G000006370	gene	ScmyWZ3_6734_HRSCAF_6862	177257183	177814650	+	NA	0
Psun_G000006371	gene	ScmyWZ3_6734_HRSCAF_6862	177814852	178031355	+	NA	0
Psun_G000006445	gene	ScmyWZ3_6734_HRSCAF_6862	189486802	189517903	+	NA	0
Psun_G000006457	gene	ScmyWZ3_6734_HRSCAF_6862	190201288	190234988	+	NA	0
Psun_G000006296	gene	ScmyWZ3_6734_HRSCAF_6862	160048355	160050707	+	NA	0
Psun_G000006293	gene	ScmyWZ3_6734_HRSCAF_6862	159975276	159975880	-	NA	0
Psun_G000006294	gene	ScmyWZ3_6734_HRSCAF_6862	159977864	159982978	-	NA	0
Psun_G000006295	gene	ScmyWZ3_6734_HRSCAF_6862	159983078	160050691	-	NA	0
Psun_G000006297	gene	ScmyWZ3_6734_HRSCAF_6862	160053132	160064396	-	NA	0
Psun_G000006298	gene	ScmyWZ3_6734_HRSCAF_6862	160068098	160078089	-	NA	0
Psun_G000006292	gene	ScmyWZ3_6734_HRSCAF_6862	159974097	159975263	-	NA	0
Psun_G000006362	gene	ScmyWZ3_6734_HRSCAF_6862	174867217	174899422	+	NA	0
Psun_G000006365	gene	ScmyWZ3_6734_HRSCAF_6862	174945044	174951410	+	NA	0
Psun_G000006458	gene	ScmyWZ3_6734_HRSCAF_6862	190314525	190361039	+	NA	0
Psun_G000006454	gene	ScmyWZ3_6734_HRSCAF_6862	189968214	189980002	-	NA	0
Psun_G000006455	gene	ScmyWZ3_6734_HRSCAF_6862	189980139	189999749	-	NA	0
Psun_G000006415	gene	ScmyWZ3_6734_HRSCAF_6862	183347502	183375302	+	NA	0
Psun_G000006462	gene	ScmyWZ3_6734_HRSCAF_6862	190787529	190802769	+	NA	0
Psun_G000006437	gene	ScmyWZ3_6734_HRSCAF_6862	188723208	188766851	+	NA	0
Psun_G000006438	gene	ScmyWZ3_6734_HRSCAF_6862	188802379	188884426	+	NA	0
Psun_G000006469	gene	ScmyWZ3_6734_HRSCAF_6862	191308232	191310799	+	NA	0
Psun_G000006471	gene	ScmyWZ3_6734_HRSCAF_6862	191343165	191361406	+	NA	0
Psun_G000006436	gene	ScmyWZ3_6734_HRSCAF_6862	188346255	188380777	-	NA	0
Psun_G000006426	gene	ScmyWZ3_6734_HRSCAF_6862	186458693	186483651	-	NA	0
Psun_G000006427	gene	ScmyWZ3_6734_HRSCAF_6862	186570179	186642303	-	NA	0
Psun_G000006465	gene	ScmyWZ3_6734_HRSCAF_6862	191069291	191111344	+	NA	0
Psun_G000006464	gene	ScmyWZ3_6734_HRSCAF_6862	191063658	191076954	-	NA	0
Psun_G000006459	gene	ScmyWZ3_6734_HRSCAF_6862	190592789	190620187	+	NA	0
Psun_G000006460	gene	ScmyWZ3_6734_HRSCAF_6862	190634381	190669915	+	NA	0
Psun_G000006461	gene	ScmyWZ3_6734_HRSCAF_6862	190670819	190671302	+	NA	0
Psun_G000006478	gene	ScmyWZ3_6734_HRSCAF_6862	191758980	191761136	-	NA	0
Psun_G000006479	gene	ScmyWZ3_6734_HRSCAF_6862	191856174	191866569	-	NA	0
Psun_G000006473	gene	ScmyWZ3_6734_HRSCAF_6862	191480774	191519640	+	NA	0
Psun_G000006474	gene	ScmyWZ3_6734_HRSCAF_6862	191586369	191589477	+	NA	0
Psun_G000006475	gene	ScmyWZ3_6734_HRSCAF_6862	191591006	191608167	+	NA	0
Psun_G000006476	gene	ScmyWZ3_6734_HRSCAF_6862	191611907	191616941	+	NA	0
Psun_G000006477	gene	ScmyWZ3_6734_HRSCAF_6862	191623726	191627496	-	NA	0
Psun_G000006447	gene	ScmyWZ3_6734_HRSCAF_6862	189753958	189792562	+	NA	0
Psun_G000006448	gene	ScmyWZ3_6734_HRSCAF_6862	189788466	189820931	-	NA	0
Psun_G000006463	gene	ScmyWZ3_6734_HRSCAF_6862	190817063	190850890	-	NA	0
Psun_G000006487	gene	ScmyWZ3_6734_HRSCAF_6862	192404507	192459218	+	NA	0
Psun_G000006483	gene	ScmyWZ3_6734_HRSCAF_6862	192231293	192236396	+	NA	0
Psun_G000006484	gene	ScmyWZ3_6734_HRSCAF_6862	192253743	192275903	+	NA	0
Psun_G000006485	gene	ScmyWZ3_6734_HRSCAF_6862	192280328	192312887	+	NA	0
Psun_G000006486	gene	ScmyWZ3_6734_HRSCAF_6862	192323548	192342503	-	NA	0
Psun_G000006466	gene	ScmyWZ3_6734_HRSCAF_6862	191148655	191176496	+	NA	0
Psun_G000006468	gene	ScmyWZ3_6734_HRSCAF_6862	191200566	191224421	+	NA	0
Psun_G000006467	gene	ScmyWZ3_6734_HRSCAF_6862	191176573	191189297	+	NA	0
Psun_G000006491	gene	ScmyWZ3_6734_HRSCAF_6862	193299441	193306053	-	NA	0
Psun_G000006488	gene	ScmyWZ3_6734_HRSCAF_6862	192462972	192493542	+	NA	0
Psun_G000006489	gene	ScmyWZ3_6734_HRSCAF_6862	192536214	192546868	+	NA	0
Psun_G000006482	gene	ScmyWZ3_6734_HRSCAF_6862	191950637	191980226	+	NA	0
Psun_G000006497	gene	ScmyWZ3_6734_HRSCAF_6862	193566859	193579020	-	NA	0
Psun_G000006499	gene	ScmyWZ3_6734_HRSCAF_6862	193607543	193637708	-	NA	0
Psun_G000006498	gene	ScmyWZ3_6734_HRSCAF_6862	193605833	193607071	-	NA	0
Psun_G000006500	gene	ScmyWZ3_6734_HRSCAF_6862	193792830	193806897	-	NA	0
Psun_G000006501	gene	ScmyWZ3_6734_HRSCAF_6862	193817021	193828272	-	NA	0
Psun_G000006502	gene	ScmyWZ3_6734_HRSCAF_6862	193882540	193895595	-	NA	0
Psun_G000006504	gene	ScmyWZ3_6734_HRSCAF_6862	194626642	194630239	+	NA	0
Psun_G000006505	gene	ScmyWZ3_6734_HRSCAF_6862	194633238	194634206	+	NA	0
Psun_G000006506	gene	ScmyWZ3_6734_HRSCAF_6862	194643280	194652870	+	NA	0
Psun_G000006508	gene	ScmyWZ3_6734_HRSCAF_6862	194658632	194659619	+	NA	0
Psun_G000006509	gene	ScmyWZ3_6734_HRSCAF_6862	194663522	194677862	+	NA	0
Psun_G000006510	gene	ScmyWZ3_6734_HRSCAF_6862	194679114	194684168	+	NA	0
Psun_G000006507	gene	ScmyWZ3_6734_HRSCAF_6862	194657699	194658812	-	NA	0
Psun_G000006511	gene	ScmyWZ3_6734_HRSCAF_6862	194693274	194698737	+	NA	0
Psun_G000006512	gene	ScmyWZ3_6734_HRSCAF_6862	194714871	194716155	+	NA	0
Psun_G000006514	gene	ScmyWZ3_6734_HRSCAF_6862	195081177	195083930	-	NA	0
Psun_G000006515	gene	ScmyWZ3_6734_HRSCAF_6862	195087755	195087936	-	NA	0
Psun_G000006513	gene	ScmyWZ3_6734_HRSCAF_6862	194815705	194837628	+	NA	0
Psun_G000006490	gene	ScmyWZ3_6734_HRSCAF_6862	193105733	193219207	-	NA	0
Psun_G000006449	gene	ScmyWZ3_6734_HRSCAF_6862	189828955	189855105	+	NA	0
Psun_G000006452	gene	ScmyWZ3_6734_HRSCAF_6862	189923174	189937857	+	NA	0
Psun_G000006453	gene	ScmyWZ3_6734_HRSCAF_6862	189956942	189975674	+	NA	0
Psun_G000006450	gene	ScmyWZ3_6734_HRSCAF_6862	189863131	189888934	-	NA	0
Psun_G000006451	gene	ScmyWZ3_6734_HRSCAF_6862	189889325	189923213	-	NA	0
Psun_G000006423	gene	ScmyWZ3_6734_HRSCAF_6862	185990819	186085677	+	NA	0
Psun_G000006424	gene	ScmyWZ3_6734_HRSCAF_6862	186085699	186169850	+	NA	0
Psun_G000006519	gene	ScmyWZ3_6734_HRSCAF_6862	195862848	195882411	+	NA	0
Psun_G000006516	gene	ScmyWZ3_6734_HRSCAF_6862	195573195	195581136	+	NA	0
Psun_G000006470	gene	ScmyWZ3_6734_HRSCAF_6862	191309254	191376074	-	NA	0
Psun_G000006472	gene	ScmyWZ3_6734_HRSCAF_6862	191377211	191439558	-	NA	0
Psun_G000006518	gene	ScmyWZ3_6734_HRSCAF_6862	195753197	195824105	+	NA	0
Psun_G000006517	gene	ScmyWZ3_6734_HRSCAF_6862	195588485	195592354	-	NA	0
Psun_G000006546	gene	ScmyWZ3_6734_HRSCAF_6862	197266657	197271080	-	NA	0
Psun_G000006520	gene	ScmyWZ3_6734_HRSCAF_6862	196100957	196102667	+	NA	0
Psun_G000006522	gene	ScmyWZ3_6734_HRSCAF_6862	196243897	196260283	-	NA	0
Psun_G000006521	gene	ScmyWZ3_6734_HRSCAF_6862	196211271	196211568	+	NA	0
Psun_G000006545	gene	ScmyWZ3_6734_HRSCAF_6862	197223213	197267566	+	NA	0
Psun_G000006544	gene	ScmyWZ3_6734_HRSCAF_6862	197222893	197223171	+	NA	0
Psun_G000006543	gene	ScmyWZ3_6734_HRSCAF_6862	197222239	197222879	+	NA	0
Psun_G000006503	gene	ScmyWZ3_6734_HRSCAF_6862	194492157	194546520	-	NA	0
Psun_G000006492	gene	ScmyWZ3_6734_HRSCAF_6862	193326789	193336135	+	NA	0
Psun_G000006493	gene	ScmyWZ3_6734_HRSCAF_6862	193347405	193354834	+	NA	0
Psun_G000006494	gene	ScmyWZ3_6734_HRSCAF_6862	193355593	193398921	-	NA	0
Psun_G000006496	gene	ScmyWZ3_6734_HRSCAF_6862	193440321	193460378	-	NA	0
Psun_G000006495	gene	ScmyWZ3_6734_HRSCAF_6862	193437498	193439910	-	NA	0
Psun_G000006549	gene	ScmyWZ3_6734_HRSCAF_6862	198628169	198630622	+	NA	0
Psun_G000006550	gene	ScmyWZ3_6734_HRSCAF_6862	198669458	198677147	+	NA	0
Psun_G000006551	gene	ScmyWZ3_6734_HRSCAF_6862	198783061	198783699	-	NA	0
Psun_G000006552	gene	ScmyWZ3_6734_HRSCAF_6862	198783712	198784791	-	NA	0
Psun_G000006523	gene	ScmyWZ3_6734_HRSCAF_6862	196268157	196292646	+	NA	0
Psun_G000006456	gene	ScmyWZ3_6734_HRSCAF_6862	190045451	190129669	+	NA	0
Psun_G000006556	gene	ScmyWZ3_6734_HRSCAF_6862	199186559	199190641	-	NA	0
Psun_G000006563	gene	ScmyWZ3_6734_HRSCAF_6862	200006094	200006655	-	NA	0
Psun_G000006561	gene	ScmyWZ3_6734_HRSCAF_6862	199580720	199595110	-	NA	0
Psun_G000006558	gene	ScmyWZ3_6734_HRSCAF_6862	199456593	199457555	-	NA	0
Psun_G000006559	gene	ScmyWZ3_6734_HRSCAF_6862	199457666	199458134	-	NA	0
Psun_G000006560	gene	ScmyWZ3_6734_HRSCAF_6862	199458482	199459100	-	NA	0
Psun_G000006571	gene	ScmyWZ3_6734_HRSCAF_6862	200553053	200553453	-	NA	0
Psun_G000006446	gene	ScmyWZ3_6734_HRSCAF_6862	189541669	189671492	-	NA	0
Psun_G000006480	gene	ScmyWZ3_6734_HRSCAF_6862	191902040	191907867	+	NA	0
Psun_G000006481	gene	ScmyWZ3_6734_HRSCAF_6862	191936763	191947490	+	NA	0
Psun_G000006565	gene	ScmyWZ3_6734_HRSCAF_6862	200105498	200136931	-	NA	0
Psun_G000006554	gene	ScmyWZ3_6734_HRSCAF_6862	199009487	199038764	+	NA	0
Psun_G000006555	gene	ScmyWZ3_6734_HRSCAF_6862	199052934	199065450	+	NA	0
Psun_G000006553	gene	ScmyWZ3_6734_HRSCAF_6862	198992942	199104656	-	NA	0
Psun_G000006579	gene	ScmyWZ3_6734_HRSCAF_6862	202775875	202797781	+	NA	0
Psun_G000006580	gene	ScmyWZ3_6734_HRSCAF_6862	202883688	202883980	-	NA	0
Psun_G000006434	gene	ScmyWZ3_6734_HRSCAF_6862	187122128	187768559	+	NA	0
Psun_G000006539	gene	ScmyWZ3_6734_HRSCAF_6862	197030072	197048419	+	NA	0
Psun_G000006541	gene	ScmyWZ3_6734_HRSCAF_6862	197048542	197088199	+	NA	0
Psun_G000006540	gene	ScmyWZ3_6734_HRSCAF_6862	197034561	197071020	-	NA	0
Psun_G000006542	gene	ScmyWZ3_6734_HRSCAF_6862	197072024	197095330	-	NA	0
Psun_G000006584	gene	ScmyWZ3_6734_HRSCAF_6862	203040344	203498829	+	NA	0
Psun_G000006583	gene	ScmyWZ3_6734_HRSCAF_6862	203021649	203040155	-	NA	0
Psun_G000006585	gene	ScmyWZ3_6734_HRSCAF_6862	203374729	203396344	-	NA	0
Psun_G000006586	gene	ScmyWZ3_6734_HRSCAF_6862	203479363	203496737	-	NA	0
Psun_G000006617	gene	ScmyWZ3_6734_HRSCAF_6862	204171205	204179715	-	NA	0
Psun_G000006618	gene	ScmyWZ3_6734_HRSCAF_6862	204180261	204181634	-	NA	0
Psun_G000006588	gene	ScmyWZ3_6734_HRSCAF_6862	203671466	203678108	+	NA	0
Psun_G000006587	gene	ScmyWZ3_6734_HRSCAF_6862	203614391	203639985	-	NA	0
Psun_G000006621	gene	ScmyWZ3_6734_HRSCAF_6862	204833485	204843491	+	NA	0
Psun_G000006624	gene	ScmyWZ3_6734_HRSCAF_6862	206689292	206693645	+	NA	0
Psun_G000006620	gene	ScmyWZ3_6734_HRSCAF_6862	204728004	204736612	+	NA	0
Psun_G000006598	gene	ScmyWZ3_6734_HRSCAF_6862	203799641	203808812	+	NA	0
Psun_G000006600	gene	ScmyWZ3_6734_HRSCAF_6862	203827945	203828296	+	NA	0
Psun_G000006601	gene	ScmyWZ3_6734_HRSCAF_6862	203828573	203831113	+	NA	0
Psun_G000006602	gene	ScmyWZ3_6734_HRSCAF_6862	203840665	203865672	+	NA	0
Psun_G000006599	gene	ScmyWZ3_6734_HRSCAF_6862	203810646	203821870	-	NA	0
Psun_G000006605	gene	ScmyWZ3_6734_HRSCAF_6862	203872994	203875696	-	NA	0
Psun_G000006606	gene	ScmyWZ3_6734_HRSCAF_6862	203882062	203884716	-	NA	0
Psun_G000006603	gene	ScmyWZ3_6734_HRSCAF_6862	203865907	203866195	+	NA	0
Psun_G000006604	gene	ScmyWZ3_6734_HRSCAF_6862	203872511	203872797	-	NA	0
Psun_G000006581	gene	ScmyWZ3_6734_HRSCAF_6862	202884494	202937825	+	NA	0
Psun_G000006582	gene	ScmyWZ3_6734_HRSCAF_6862	202984394	203005937	+	NA	0
Psun_G000006652	gene	ScmyWZ3_6734_HRSCAF_6862	208342109	208345032	+	NA	0
Psun_G000006653	gene	ScmyWZ3_6734_HRSCAF_6862	208349067	208351271	+	NA	0
Psun_G000006654	gene	ScmyWZ3_6734_HRSCAF_6862	208354842	208361846	+	NA	0
Psun_G000006655	gene	ScmyWZ3_6734_HRSCAF_6862	208364666	208366292	+	NA	0
Psun_G000006651	gene	ScmyWZ3_6734_HRSCAF_6862	208292172	208300181	-	NA	0
Psun_G000006671	gene	ScmyWZ3_6734_HRSCAF_6862	208545035	208672581	-	NA	0
Psun_G000006591	gene	ScmyWZ3_6734_HRSCAF_6862	203687529	203695682	+	NA	0
Psun_G000006593	gene	ScmyWZ3_6734_HRSCAF_6862	203700399	203724598	+	NA	0
Psun_G000006595	gene	ScmyWZ3_6734_HRSCAF_6862	203741551	203745345	+	NA	0
Psun_G000006596	gene	ScmyWZ3_6734_HRSCAF_6862	203746143	203748855	+	NA	0
Psun_G000006589	gene	ScmyWZ3_6734_HRSCAF_6862	203679043	203679813	-	NA	0
Psun_G000006590	gene	ScmyWZ3_6734_HRSCAF_6862	203681236	203689312	-	NA	0
Psun_G000006592	gene	ScmyWZ3_6734_HRSCAF_6862	203696299	203725511	-	NA	0
Psun_G000006594	gene	ScmyWZ3_6734_HRSCAF_6862	203732707	203741259	-	NA	0
Psun_G000006597	gene	ScmyWZ3_6734_HRSCAF_6862	203763686	203778408	-	NA	0
Psun_G000006607	gene	ScmyWZ3_6734_HRSCAF_6862	203918013	203928355	+	NA	0
Psun_G000006608	gene	ScmyWZ3_6734_HRSCAF_6862	203929093	203939647	+	NA	0
Psun_G000006609	gene	ScmyWZ3_6734_HRSCAF_6862	203973685	203993089	+	NA	0
Psun_G000006611	gene	ScmyWZ3_6734_HRSCAF_6862	204001878	204009613	+	NA	0
Psun_G000006613	gene	ScmyWZ3_6734_HRSCAF_6862	204030270	204040529	+	NA	0
Psun_G000006615	gene	ScmyWZ3_6734_HRSCAF_6862	204042221	204056066	+	NA	0
Psun_G000006616	gene	ScmyWZ3_6734_HRSCAF_6862	204057886	204065832	+	NA	0
Psun_G000006610	gene	ScmyWZ3_6734_HRSCAF_6862	203993892	203998672	-	NA	0
Psun_G000006612	gene	ScmyWZ3_6734_HRSCAF_6862	204017721	204029076	-	NA	0
Psun_G000006614	gene	ScmyWZ3_6734_HRSCAF_6862	204041312	204041957	+	NA	0
Psun_G000006646	gene	ScmyWZ3_6734_HRSCAF_6862	208185318	208233604	+	NA	0
Psun_G000006648	gene	ScmyWZ3_6734_HRSCAF_6862	208261277	208262455	+	NA	0
Psun_G000006649	gene	ScmyWZ3_6734_HRSCAF_6862	208273861	208278192	+	NA	0
Psun_G000006650	gene	ScmyWZ3_6734_HRSCAF_6862	208282616	208289687	+	NA	0
Psun_G000006647	gene	ScmyWZ3_6734_HRSCAF_6862	208233884	208234963	+	NA	0
Psun_G000006666	gene	ScmyWZ3_6734_HRSCAF_6862	208477668	208483986	+	NA	0
Psun_G000006667	gene	ScmyWZ3_6734_HRSCAF_6862	208484128	208497038	+	NA	0
Psun_G000006668	gene	ScmyWZ3_6734_HRSCAF_6862	208493720	208494768	-	NA	0
Psun_G000006669	gene	ScmyWZ3_6734_HRSCAF_6862	208495467	208496178	-	NA	0
Psun_G000006670	gene	ScmyWZ3_6734_HRSCAF_6862	208497335	208505616	-	NA	0
